Source,Station,Latitude,Longitude,Region,SubRegion,YearAdj,Season,Month,Date,Datetime,DissAmmonia_Sign,DissAmmonia,DissNitrateNitrite_Sign,DissNitrateNitrite,DissOrthophos_Sign,DissOrthophos
EMP,EZ2,38.0599,-121.99,Suisun Bay,Mid Suisun Bay,2013,Winter,12,2012-12-10,2012-12-10 12:15:00,=,0.13,=,0.4,=,0.05
EMP,EZ6,38.0588,-121.9995,Suisun Bay,Mid Suisun Bay,2013,Winter,12,2012-12-10,2012-12-10 11:30:00,=,0.18,=,0.48,=,0.06
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,2013,Winter,12,2012-12-11,2012-12-11 11:35:00,=,0.14,=,0.48,=,0.07
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,2013,Winter,12,2012-12-12,2012-12-12 12:55:00,=,0.14,=,0.47,=,0.07
USGS_CAWSC,11455315,38.242221832,-121.68611145,North,Liberty Island,2013,Winter,12,2012-12-13,2012-12-13 10:10:00,=,0.07,=,0.389,=,0.165
USGS_CAWSC,11447650,38.456111908,-121.500274658,North,Middle Sacramento River,2013,Winter,12,2012-12-19,2012-12-19 14:30:00,<,0.01,=,0.23,=,0.04
USGS_CAWSC,11447650,38.456111908,-121.500274658,North,Middle Sacramento River,2013,Winter,1,2013-01-08,2013-01-08 13:30:00,=,0.01,=,0.32,=,0.04
USGS_CAWSC,11455315,38.242221832,-121.68611145,North,Liberty Island,2013,Winter,1,2013-01-09,2013-01-09 11:30:00,=,0.14,=,0.35,=,0.08
USGS_CAWSC,11455315,38.242221832,-121.68611145,North,Liberty Island,2013,Winter,1,2013-01-11,2013-01-11 11:30:00,=,0.11,=,0.46,=,0.11
USGS_CAWSC,11455478,38.093334198,-121.736114502,Confluence,Sacramento River near Rio Vista,2013,Winter,1,2013-01-11,2013-01-11 10:00:00,=,0.17,=,0.39,=,0.07
USGS_SFBS,3,38.051667,-121.88,Confluence,Confluence,2013,Winter,1,2013-01-15,2013-01-15 14:53:00,=,0.13530762000000002,=,0.42763371,=,0.0634967
USGS_SFBS,6,38.065,-122.035,Suisun Bay,Mid Suisun Bay,2013,Winter,1,2013-01-15,2013-01-15 14:06:00,=,0.12970482,=,0.46685330999999997,=,0.0634967
USGS_SFBS,649,38.06,-121.8,Confluence,Lower Sacramento River,2013,Winter,1,2013-01-15,2013-01-15 15:20:00,=,0.14735364,=,0.37286634,=,0.05854086
USGS_SFBS,657,38.151667,-121.688333,Confluence,Sacramento River near Rio Vista,2013,Winter,1,2013-01-15,2013-01-15 16:07:00,=,0.18167079000000003,=,0.35983983,=,0.06101878
EMP,C3A,38.36771,-121.5205,North,Middle Sacramento River,2013,Winter,1,2013-01-16,2013-01-16 10:15:00,=,0.23,=,0.26,=,0.04
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,2013,Winter,1,2013-01-17,2013-01-17 09:25:00,=,0.14,=,0.59,=,0.06
EMP,MD10A,38.04226,-121.4199,SouthCentral,Disappointment Slough,2013,Winter,1,2013-01-17,2013-01-17 12:15:00,=,0.07,=,1.04,=,0.12
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,2013,Winter,1,2013-01-17,2013-01-17 10:45:00,=,0.26,=,2.84,=,0.29
EMP,D19,38.04376,-121.6148,SouthCentral,Franks Tract,2013,Winter,1,2013-01-18,2013-01-18 10:45:00,=,0.1,=,0.62,=,0.05
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,2013,Winter,1,2013-01-18,2013-01-18 11:50:00,=,0.07,=,0.85,=,0.06
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,2013,Winter,1,2013-01-22,2013-01-22 13:30:00,=,0.15,=,0.43,=,0.06
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,2013,Winter,1,2013-01-22,2013-01-22 11:25:00,=,0.15,=,0.47,=,0.06
EMP,EZ2,38.0622,-121.8146,Confluence,Lower Sacramento River,2013,Winter,1,2013-01-22,2013-01-22 13:55:00,=,0.16,=,0.43,=,0.05
EMP,EZ6,38.064,-121.8581,Confluence,Confluence,2013,Winter,1,2013-01-22,2013-01-22 12:45:00,=,0.15,=,0.47,=,0.06
USGS_CAWSC,11447650,38.456111908,-121.500274658,North,Middle Sacramento River,2013,Winter,1,2013-01-22,2013-01-22 13:30:00,<,0.01,=,0.19,=,0.03
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,2013,Winter,1,2013-01-23,2013-01-23 11:20:00,=,0.15,=,0.46,=,0.06
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,2013,Winter,1,2013-01-25,2013-01-25 13:00:00,=,0.12,=,0.32,=,0.04
USGS_CAWSC,11447650,38.456111908,-121.500274658,North,Middle Sacramento River,2013,Winter,2,2013-02-05,2013-02-05 12:40:00,<,0.01,=,0.15,=,0.03
EMP,C3A,38.36771,-121.5205,North,Middle Sacramento River,2013,Winter,2,2013-02-15,2013-02-15 09:29:00,=,0.49,=,0.18,=,0.06
EMP,D19,38.04376,-121.6148,SouthCentral,Franks Tract,2013,Winter,2,2013-02-19,2013-02-19 12:35:00,=,0.07,=,0.59,=,0.06
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,2013,Winter,2,2013-02-19,2013-02-19 13:45:00,=,0.06,=,0.67,=,0.06
USGS_CAWSC,11447650,38.456111908,-121.500274658,North,Middle Sacramento River,2013,Winter,2,2013-02-19,2013-02-19 09:50:00,<,0.01,=,0.14,=,0.02
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,2013,Winter,2,2013-02-20,2013-02-20 11:30:00,=,0.15,=,0.5,=,0.05
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,2013,Winter,2,2013-02-21,2013-02-21 14:10:00,=,0.17,=,0.4,=,0.05
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,2013,Winter,2,2013-02-21,2013-02-21 11:35:00,=,0.14,=,0.51,=,0.06
EMP,EZ2,38.0633,-121.8613,Confluence,Confluence,2013,Winter,2,2013-02-21,2013-02-21 13:05:00,=,0.16,=,0.48,=,0.06
EMP,EZ6,38.0458,-121.9064,Confluence,Confluence,2013,Winter,2,2013-02-21,2013-02-21 12:15:00,=,0.14,=,0.5,=,0.06
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,2013,Winter,2,2013-02-22,2013-02-22 11:20:00,=,0.15,=,0.5,=,0.06
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,2013,Winter,2,2013-02-25,2013-02-25 14:15:00,=,0.15,=,0.42,=,0.06
USGS_SFBS,3,38.051667,-121.88,Confluence,Confluence,2013,Winter,2,2013-02-26,2013-02-26 15:00:00,=,0.11163579,=,0.47105541000000006,=,0.06256748000000001
USGS_SFBS,6,38.065,-122.035,Suisun Bay,Mid Suisun Bay,2013,Winter,2,2013-02-26,2013-02-26 14:15:00,=,0.14497245,=,0.47931954,=,0.07247916
USGS_SFBS,649,38.06,-121.8,Confluence,Lower Sacramento River,2013,Winter,2,2013-02-26,2013-02-26 15:25:00,=,0.12858426,=,0.42525252,=,0.05544346000000001
USGS_SFBS,657,38.151667,-121.688333,Confluence,Sacramento River near Rio Vista,2013,Winter,2,2013-02-26,2013-02-26 16:14:00,=,0.27075530999999997,=,0.29932959000000003,=,0.05637268
EMP,MD10A,38.04226,-121.4199,SouthCentral,Disappointment Slough,2013,Winter,2,2013-02-28,2013-02-28 10:00:00,=,0.13,=,0.46,=,0.05
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,2013,Winter,2,2013-02-28,2013-02-28 08:30:00,=,0.17,=,2.34,=,0.16
USGS_CAWSC,11455315,38.242221832,-121.68611145,North,Liberty Island,2013,Spring,3,2013-03-06,2013-03-06 09:50:00,=,0.26,=,0.28,=,0.06
USGS_CAWSC,11447650,38.456111908,-121.500274658,North,Middle Sacramento River,2013,Spring,3,2013-03-12,2013-03-12 10:30:00,<,0.01,=,0.21,=,0.02
USGS_CAWSC,11455315,38.242221832,-121.68611145,North,Liberty Island,2013,Spring,3,2013-03-12,2013-03-12 10:00:00,=,0.17,=,0.388,=,0.078
EMP,C3A,38.36771,-121.5205,North,Middle Sacramento River,2013,Spring,3,2013-03-18,2013-03-18 09:23:00,=,0.43,=,0.15,=,0.05
USGS_CAWSC,11455478,38.093334198,-121.736114502,Confluence,Sacramento River near Rio Vista,2013,Spring,3,2013-03-19,2013-03-19 11:52:00,=,0.18,=,0.27,=,0.05
EMP,D19,38.04376,-121.6148,SouthCentral,Franks Tract,2013,Spring,3,2013-03-20,2013-03-20 11:35:00,=,0.02,=,0.33,=,0.04
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,2013,Spring,3,2013-03-20,2013-03-20 12:50:00,=,0.03,=,0.38,=,0.05
USGS_CAWSC,11455350,38.212776184,-121.669166565,North,Lower Cache Slough,2013,Spring,3,2013-03-20,2013-03-20 12:15:00,=,0.23,=,0.232,=,0.054
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,2013,Spring,3,2013-03-21,2013-03-21 10:30:00,=,0.13,=,0.32,=,0.05
EMP,MD10A,38.04226,-121.4199,SouthCentral,Disappointment Slough,2013,Spring,3,2013-03-21,2013-03-21 13:05:00,=,0.06,=,0.2,=,0.04
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,2013,Spring,3,2013-03-21,2013-03-21 11:45:00,=,0.07,=,3,=,0.17
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,2013,Spring,3,2013-03-22,2013-03-22 12:20:00,=,0.07,=,0.32,=,0.04
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,2013,Spring,3,2013-03-22,2013-03-22 10:20:00,=,0.05,=,0.43,=,0.06
EMP,EZ2,38.0612,-121.8191,Confluence,Lower Sacramento River,2013,Spring,3,2013-03-22,2013-03-22 12:25:00,=,0.07,=,0.39,=,0.05
EMP,EZ6,38.0549,-121.875,Confluence,Confluence,2013,Spring,3,2013-03-22,2013-03-22 11:30:00,=,0.01,=,0.39,=,0.05
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,2013,Spring,3,2013-03-25,2013-03-25 09:40:00,=,0.06,=,0.42,=,0.06
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,2013,Spring,3,2013-03-26,2013-03-26 12:50:00,=,0.1,=,0.41,=,0.07
USGS_SFBS,3,38.051667,-121.88,Confluence,Confluence,2013,Spring,3,2013-03-26,2013-03-26 13:41:00,=,0.04104051,=,0.38323152,=,0.049868140000000005
USGS_SFBS,6,38.065,-122.035,Suisun Bay,Mid Suisun Bay,2013,Spring,3,2013-03-26,2013-03-26 12:57:00,=,0.07311654,=,0.40312146000000004,=,0.06318696
USGS_SFBS,649,38.06,-121.8,Confluence,Lower Sacramento River,2013,Spring,3,2013-03-26,2013-03-26 14:07:00,=,0.05308653,=,0.36502242,=,0.05079736
USGS_SFBS,657,38.151667,-121.688333,Confluence,Sacramento River near Rio Vista,2013,Spring,3,2013-03-26,2013-03-26 14:57:00,=,0.22103045999999998,=,0.3025512,=,0.05916034
USGS_CAWSC,11447650,38.456111908,-121.500274658,North,Middle Sacramento River,2013,Spring,4,2013-04-11,2013-04-11 10:00:00,<,0.01,=,0.15,=,0.03
EMP,C3A,38.36771,-121.5205,North,Middle Sacramento River,2013,Spring,4,2013-04-16,2013-04-16 08:50:00,=,0.47,=,0.21,=,0.06
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,2013,Spring,4,2013-04-18,2013-04-18 08:30:00,=,0.05,=,0.31,=,0.04
EMP,MD10A,38.04226,-121.4199,SouthCentral,Disappointment Slough,2013,Spring,4,2013-04-18,2013-04-18 11:25:00,<,0.01,=,0.22,=,0.04
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,2013,Spring,4,2013-04-18,2013-04-18 09:55:00,=,0.1,=,2.92,=,0.3
EMP,D19,38.04376,-121.6148,SouthCentral,Franks Tract,2013,Spring,4,2013-04-19,2013-04-19 08:45:00,<,0.01,=,0.24,=,0.03
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,2013,Spring,4,2013-04-19,2013-04-19 11:45:00,=,0.01,=,0.23,=,0.03
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,2013,Spring,4,2013-04-22,2013-04-22 13:10:00,=,0.06,=,0.31,=,0.04
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,2013,Spring,4,2013-04-22,2013-04-22 11:15:00,=,0.09,=,0.41,=,0.08
EMP,EZ2,38.0659,-121.7794,Confluence,Lower Sacramento River,2013,Spring,4,2013-04-22,2013-04-22 13:40:00,=,0.08,=,0.37,=,0.05
EMP,EZ6,38.0623,-121.8608,Confluence,Confluence,2013,Spring,4,2013-04-22,2013-04-22 12:35:00,=,0.08,=,0.4,=,0.06
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,2013,Spring,4,2013-04-23,2013-04-23 12:10:00,=,0.09,=,0.42,=,0.07
USGS_SFBS,3,38.051667,-121.88,Confluence,Confluence,2013,Spring,4,2013-04-23,2013-04-23 13:35:00,=,0.07801899000000001,=,0.52120047,=,0.1037629
USGS_SFBS,6,38.065,-122.035,Suisun Bay,Mid Suisun Bay,2013,Spring,4,2013-04-23,2013-04-23 12:48:00,=,0.09286641,=,0.52568271,=,0.1161525
USGS_SFBS,649,38.06,-121.8,Confluence,Lower Sacramento River,2013,Spring,4,2013-04-23,2013-04-23 14:00:00,=,0.06219108000000001,=,0.52722348,=,0.09354148000000001
USGS_SFBS,657,38.151667,-121.688333,Confluence,Sacramento River near Rio Vista,2013,Spring,4,2013-04-23,2013-04-23 14:49:00,=,0.16556274,=,0.39877929,=,0.07402786
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,2013,Spring,4,2013-04-24,2013-04-24 13:20:00,=,0.1,=,0.4,=,0.08
USGS_CAWSC,11455350,38.212776184,-121.669166565,North,Lower Cache Slough,2013,Spring,4,2013-04-24,2013-04-24 11:30:00,=,0.2,=,0.451,=,0.1
USGS_CAWSC,11455478,38.093334198,-121.736114502,Confluence,Sacramento River near Rio Vista,2013,Spring,4,2013-04-24,2013-04-24 10:30:00,=,0.14,=,0.423,=,0.079
USGS_CAWSC,11455315,38.242221832,-121.68611145,North,Liberty Island,2013,Spring,4,2013-04-25,2013-04-25 08:30:00,=,0.21,=,0.442,=,0.096
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,2013,Spring,5,2013-05-16,2013-05-16 08:05:00,=,0.15,=,0.29,=,0.06
EMP,MD10A,38.04226,-121.4199,SouthCentral,Disappointment Slough,2013,Spring,5,2013-05-16,2013-05-16 10:40:00,=,0.05,=,0.27,=,0.1
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,2013,Spring,5,2013-05-16,2013-05-16 09:25:00,=,0.07,=,0.81,=,0.14
USGS_CAWSC,11447650,38.456111908,-121.500274658,North,Middle Sacramento River,2013,Spring,5,2013-05-16,2013-05-16 10:30:00,<,0.01,=,0.07,=,0.03
EMP,C3A,38.36771,-121.5205,North,Middle Sacramento River,2013,Spring,5,2013-05-17,2013-05-17 12:20:00,=,0.36,=,0.2,=,0.06
EMP,D19,38.04376,-121.6148,SouthCentral,Franks Tract,2013,Spring,5,2013-05-17,2013-05-17 09:05:00,=,0.07,=,0.29,=,0.05
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,2013,Spring,5,2013-05-17,2013-05-17 10:05:00,=,0.09,=,0.18,=,0.07
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,2013,Spring,5,2013-05-20,2013-05-20 11:50:00,=,0.09,=,0.45,=,0.07
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,2013,Spring,5,2013-05-20,2013-05-20 10:20:00,=,0.08,=,0.49,=,0.07
EMP,EZ2,38.0642,-121.8302,Confluence,Lower Sacramento River,2013,Spring,5,2013-05-20,2013-05-20 11:45:00,=,0.08,=,0.46,=,0.07
EMP,EZ6,38.0465,-121.9107,Confluence,Confluence,2013,Spring,5,2013-05-20,2013-05-20 10:55:00,=,0.05,=,0.5,=,0.07
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,2013,Spring,5,2013-05-21,2013-05-21 10:40:00,=,0.08,=,0.54,=,0.08
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,2013,Spring,5,2013-05-22,2013-05-22 13:30:00,=,0.11,=,0.54,=,0.08
USGS_CAWSC,11455350,38.212776184,-121.669166565,North,Lower Cache Slough,2013,Spring,5,2013-05-22,2013-05-22 11:30:00,=,0.17,=,0.424,=,0.092
USGS_CAWSC,11455478,38.093334198,-121.736114502,Confluence,Sacramento River near Rio Vista,2013,Spring,5,2013-05-22,2013-05-22 09:15:00,=,0.22,=,0.342,=,0.08
USGS_CAWSC,11455315,38.242221832,-121.68611145,North,Liberty Island,2013,Spring,5,2013-05-23,2013-05-23 09:05:00,=,0.15,=,0.418,=,0.093
USGS_CAWSC,11447650,38.456111908,-121.500274658,North,Middle Sacramento River,2013,Spring,5,2013-05-30,2013-05-30 10:00:00,<,0.01,=,0.12,=,0.04
USGS_CAWSC,11447650,38.456111908,-121.500274658,North,Middle Sacramento River,2013,Summer,6,2013-06-04,2013-06-04 11:30:00,<,0.01,=,0.06,=,0.04
USGS_CAWSC,11455315,38.242221832,-121.68611145,North,Liberty Island,2013,Summer,6,2013-06-06,2013-06-06 11:45:00,=,0.09,=,0.39,=,0.08
USGS_CAWSC,11455350,38.212776184,-121.669166565,North,Lower Cache Slough,2013,Summer,6,2013-06-06,2013-06-06 11:30:00,=,0.12,=,0.372,=,0.082
USGS_CAWSC,11455478,38.093334198,-121.736114502,Confluence,Sacramento River near Rio Vista,2013,Summer,6,2013-06-06,2013-06-06 12:15:00,=,0.12,=,0.39,=,0.07
EMP,C3A,38.36771,-121.5205,North,Middle Sacramento River,2013,Summer,6,2013-06-12,2013-06-12 07:53:00,=,0.38,=,0.2,=,0.07
EMP,D19,38.04376,-121.6148,SouthCentral,Franks Tract,2013,Summer,6,2013-06-13,2013-06-13 07:50:00,=,0.03,=,0.48,=,0.07
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,2013,Summer,6,2013-06-13,2013-06-13 08:55:00,=,0.03,=,0.44,=,0.06
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,2013,Summer,6,2013-06-17,2013-06-17 10:50:00,=,0.09,=,0.37,=,0.06
EMP,MD10A,38.04226,-121.4199,SouthCentral,Disappointment Slough,2013,Summer,6,2013-06-17,2013-06-17 13:30:00,=,0.02,=,0.24,=,0.09
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,2013,Summer,6,2013-06-17,2013-06-17 12:05:00,=,0.03,=,1.13,=,0.2
USGS_CAWSC,11455350,38.212776184,-121.669166565,North,Lower Cache Slough,2013,Summer,6,2013-06-17,2013-06-17 11:30:00,=,0.18,=,0.306,=,0.083
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,2013,Summer,6,2013-06-18,2013-06-18 11:25:00,=,0.03,=,0.53,=,0.07
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,2013,Summer,6,2013-06-18,2013-06-18 10:05:00,=,0.06,=,0.57,=,0.08
EMP,EZ2,38.0605,-121.8059,Confluence,Lower Sacramento River,2013,Summer,6,2013-06-18,2013-06-18 11:50:00,=,0.02,=,0.52,=,0.07
EMP,EZ6,38.0458,-121.9064,Confluence,Confluence,2013,Summer,6,2013-06-18,2013-06-18 11:25:00,=,0.05,=,0.57,=,0.08
USGS_CAWSC,11455315,38.242221832,-121.68611145,North,Liberty Island,2013,Summer,6,2013-06-18,2013-06-18 10:30:00,=,0.12,=,0.351,=,0.095
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,2013,Summer,6,2013-06-19,2013-06-19 10:30:00,=,0.04,=,0.5,=,0.08
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,2013,Summer,6,2013-06-20,2013-06-20 13:25:00,=,0.08,=,0.51,=,0.09
USGS_CAWSC,11447650,38.456111908,-121.500274658,North,Middle Sacramento River,2013,Summer,6,2013-06-26,2013-06-26 11:00:00,=,0.01,=,0.06,=,0.03
EMP,C3A,38.36771,-121.5205,North,Middle Sacramento River,2013,Summer,7,2013-07-12,2013-07-12 12:28:00,=,0.17,=,0.13,=,0.04
EMP,D19,38.04376,-121.6148,SouthCentral,Franks Tract,2013,Summer,7,2013-07-15,2013-07-15 10:00:00,<,0.01,=,0.24,=,0.05
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,2013,Summer,7,2013-07-15,2013-07-15 11:10:00,<,0.01,=,0.17,=,0.06
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,2013,Summer,7,2013-07-16,2013-07-16 09:05:00,=,0.09,=,0.21,=,0.05
EMP,MD10A,38.04226,-121.4199,SouthCentral,Disappointment Slough,2013,Summer,7,2013-07-16,2013-07-16 11:50:00,=,0.01,=,0.14,=,0.09
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,2013,Summer,7,2013-07-16,2013-07-16 10:20:00,=,0.04,=,0.82,=,0.24
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,2013,Summer,7,2013-07-17,2013-07-17 11:35:00,=,0.03,=,0.3,=,0.06
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,2013,Summer,7,2013-07-17,2013-07-17 09:45:00,=,0.03,=,0.31,=,0.05
EMP,EZ2,38.0643,-121.7913,Confluence,Lower Sacramento River,2013,Summer,7,2013-07-17,2013-07-17 12:00:00,=,0.04,=,0.3,=,0.06
EMP,EZ6,38.0625,-121.8562,Confluence,Confluence,2013,Summer,7,2013-07-17,2013-07-17 10:55:00,=,0.02,=,0.33,=,0.06
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,2013,Summer,7,2013-07-18,2013-07-18 09:45:00,=,0.04,=,0.49,=,0.1
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,2013,Summer,7,2013-07-19,2013-07-19 12:20:00,=,0.08,=,0.48,=,0.11
USGS_SFBS,3,38.051667,-121.88,Confluence,Confluence,2013,Summer,7,2013-07-23,2013-07-23 13:13:00,=,0.03123561,=,0.38911446000000005,=,0.09509018
USGS_SFBS,6,38.065,-122.035,Suisun Bay,Mid Suisun Bay,2013,Summer,7,2013-07-23,2013-07-23 12:24:00,=,0.03655827,=,0.50411193,=,0.12575444
USGS_SFBS,649,38.06,-121.8,Confluence,Lower Sacramento River,2013,Summer,7,2013-07-23,2013-07-23 13:43:00,=,0.041880930000000004,=,0.28140063,=,0.06752332000000001
USGS_SFBS,657,38.151667,-121.688333,Confluence,Sacramento River near Rio Vista,2013,Summer,7,2013-07-23,2013-07-23 14:29:00,=,0.12326160000000001,=,0.16010001,=,0.0557532
USGS_CAWSC,11447650,38.456111908,-121.500274658,North,Middle Sacramento River,2013,Summer,7,2013-07-29,2013-07-29 11:30:00,=,0.01,<,0.04,=,0.03
EMP,C3A,38.36771,-121.5205,North,Middle Sacramento River,2013,Summer,8,2013-08-12,2013-08-12 09:35:00,=,0.2,=,0.13,=,0.06
EMP,D19,38.04376,-121.6148,SouthCentral,Franks Tract,2013,Summer,8,2013-08-12,2013-08-12 08:55:00,=,0.02,=,0.12,=,0.07
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,2013,Summer,8,2013-08-12,2013-08-12 10:30:00,=,0.02,=,0.04,=,0.06
USGS_CAWSC,11447650,38.456111908,-121.500274658,North,Middle Sacramento River,2013,Summer,8,2013-08-12,2013-08-12 12:30:00,<,0.01,<,0.04,=,0.02
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,2013,Summer,8,2013-08-13,2013-08-13 08:25:00,=,0.06,=,0.16,=,0.07
EMP,MD10A,38.04226,-121.4199,SouthCentral,Disappointment Slough,2013,Summer,8,2013-08-13,2013-08-13 11:10:00,=,0.02,=,0.07,=,0.07
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,2013,Summer,8,2013-08-13,2013-08-13 09:40:00,=,0.05,=,0.73,=,0.27
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,2013,Summer,8,2013-08-14,2013-08-14 10:15:00,=,0.04,=,0.23,=,0.09
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,2013,Summer,8,2013-08-14,2013-08-14 08:25:00,=,0.04,=,0.3,=,0.09
EMP,EZ2,38.0688,-121.7802,Confluence,Lower Sacramento River,2013,Summer,8,2013-08-14,2013-08-14 11:05:00,=,0.04,=,0.2,=,0.08
EMP,EZ6,38.0634,-121.8516,Confluence,Confluence,2013,Summer,8,2013-08-14,2013-08-14 09:50:00,=,0.04,=,0.26,=,0.1
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,2013,Summer,8,2013-08-15,2013-08-15 09:00:00,=,0.06,=,0.38,=,0.1
