Station,Year,Date,AvgDO
TOE,2014,2014-09-28,7.094791666666667
DEC,2014,2014-09-29,8.113541666666666
TOE,2014,2014-09-29,7.053125
DEC,2014,2014-09-30,8.15
TOE,2014,2014-09-30,7.236458333333333
DEC,2014,2014-10-01,8.259782608695652
TOE,2014,2014-10-01,7.559375
DEC,2014,2014-10-02,8.271875
TOE,2014,2014-10-02,7.69375
DEC,2014,2014-10-03,8.121739130434783
TOE,2014,2014-10-03,7.611458333333333
DEC,2014,2014-10-04,8.040625
TOE,2014,2014-10-04,7.569791666666666
DEC,2014,2014-10-05,7.969791666666667
TOE,2014,2014-10-05,7.503773584905661
DEC,2014,2014-10-06,7.901041666666667
DEC,2014,2014-10-07,7.927083333333333
DEC,2014,2014-10-08,7.9875
TOE,2014,2014-10-08,7.554347826086957
DEC,2014,2014-10-09,8.0625
TOE,2014,2014-10-09,7.552083333333333
DEC,2014,2014-10-10,8.184375
TOE,2014,2014-10-10,7.729166666666667
DEC,2014,2014-10-11,8.258333333333333
TOE,2014,2014-10-11,7.804166666666667
DEC,2014,2014-10-12,8.301041666666666
TOE,2014,2014-10-12,7.908333333333333
DEC,2014,2014-10-13,8.305208333333333
TOE,2014,2014-10-13,7.9125
DEC,2014,2014-10-14,8.298958333333333
TOE,2014,2014-10-14,8.044791666666667
DEC,2014,2014-10-15,8.319791666666667
TOE,2014,2014-10-15,7.98125
DEC,2014,2014-10-16,8.222916666666666
TOE,2014,2014-10-16,7.807291666666667
DEC,2014,2014-10-17,8.167708333333334
TOE,2014,2014-10-17,7.783333333333333
DEC,2014,2014-10-18,8.081249999999999
TOE,2014,2014-10-18,7.76875
DEC,2014,2014-10-19,8.080208333333333
TOE,2014,2014-10-19,7.80625
DEC,2014,2014-10-20,8.115625
TOE,2014,2014-10-20,7.892708333333333
DEC,2014,2014-10-21,8.15625
TOE,2014,2014-10-21,7.9375
DEC,2014,2014-10-22,8.182291666666666
TOE,2014,2014-10-22,8.001041666666667
DEC,2014,2014-10-23,8.210416666666667
TOE,2014,2014-10-23,8.114583333333334
DEC,2014,2014-10-24,8.174468085106383
TOE,2014,2014-10-24,8.188541666666666
DEC,2014,2014-10-25,8.233333333333333
TOE,2014,2014-10-25,8.329166666666667
DEC,2014,2014-10-26,8.260416666666666
TOE,2014,2014-10-26,8.3125
DEC,2014,2014-10-27,8.280208333333334
TOE,2014,2014-10-27,8.309375
DEC,2014,2014-10-28,8.303125
TOE,2014,2014-10-28,8.333333333333334
DEC,2014,2014-10-29,8.264583333333334
TOE,2014,2014-10-29,8.288541666666667
DEC,2014,2014-10-30,8.215625
TOE,2014,2014-10-30,8.159375
DEC,2014,2014-10-31,8.215625
TOE,2014,2014-10-31,8.051136363636363
DEC,2014,2014-11-01,8.236458333333333
TOE,2014,2014-11-01,7.9875
DEC,2014,2014-11-02,8.290625
TOE,2014,2014-11-02,8.021875
DEC,2014,2014-11-03,8.377083333333333
TOE,2014,2014-11-03,8.1125
DEC,2014,2014-11-04,8.39375
TOE,2014,2014-11-04,8.232291666666667
DEC,2014,2014-11-05,8.392708333333333
TOE,2014,2014-11-05,8.283333333333333
DEC,2014,2014-11-06,8.378125
TOE,2014,2014-11-06,8.252083333333333
DEC,2014,2014-11-07,8.387500000000001
TOE,2014,2014-11-07,8.244791666666666
DEC,2014,2014-11-08,8.336458333333333
TOE,2014,2014-11-08,8.197916666666666
DEC,2014,2014-11-09,8.2875
TOE,2014,2014-11-09,8.132291666666667
DEC,2014,2014-11-10,8.240625
TOE,2014,2014-11-10,8.057291666666666
DEC,2014,2014-11-11,8.392391304347827
TOE,2014,2014-11-11,8.15
DEC,2014,2014-11-12,8.432608695652174
TOE,2014,2014-11-12,8.076041666666667
DEC,2014,2014-11-13,8.414583333333333
TOE,2014,2014-11-13,7.945833333333334
DEC,2014,2014-11-14,8.447916666666666
TOE,2014,2014-11-14,7.754166666666666
DEC,2014,2014-11-15,8.576041666666667
TOE,2014,2014-11-15,7.6375
DEC,2014,2014-11-16,8.701041666666667
TOE,2014,2014-11-16,7.7625
DEC,2014,2014-11-17,8.803125
TOE,2014,2014-11-17,8.075
DEC,2014,2014-11-18,8.846875
TOE,2014,2014-11-18,8.452127659574469
DEC,2014,2014-11-19,8.795833333333334
TOE,2014,2014-11-19,9.046875
DEC,2014,2014-11-20,8.80625
TOE,2014,2014-11-20,9.278125
DEC,2014,2014-11-21,8.754347826086956
TOE,2014,2014-11-21,9.285416666666666
DEC,2014,2014-11-22,8.857291666666667
TOE,2014,2014-11-22,9.434375
DEC,2014,2014-11-23,8.894791666666666
TOE,2014,2014-11-23,9.340217391304348
DEC,2014,2014-11-24,8.908333333333333
TOE,2014,2014-11-24,9.240625
DEC,2014,2014-11-25,8.908333333333333
TOE,2014,2014-11-25,9.070833333333333
DEC,2014,2014-11-26,8.889583333333334
TOE,2014,2014-11-26,8.985416666666666
DEC,2014,2014-11-27,8.863541666666666
TOE,2014,2014-11-27,9.005208333333334
DEC,2014,2014-11-28,8.8375
TOE,2014,2014-11-28,9.134375
DEC,2014,2014-11-29,8.841666666666667
TOE,2014,2014-11-29,9.278125
DEC,2014,2014-11-30,8.8375
TOE,2014,2014-11-30,9.147916666666667
DEC,2014,2014-12-01,8.826041666666667
TOE,2014,2014-12-01,8.95
DEC,2014,2014-12-02,8.960416666666667
TOE,2014,2014-12-02,9.014942528735633
DEC,2014,2014-12-03,9.075
DEC,2014,2014-12-04,8.975
DEC,2014,2014-12-05,8.788541666666667
TOE,2014,2014-12-05,6.596875
DEC,2014,2014-12-06,8.518749999999999
TOE,2014,2014-12-06,5.596875
DEC,2014,2014-12-07,8.070833333333333
TOE,2014,2014-12-07,5.075
DEC,2014,2014-12-08,7.632291666666666
TOE,2014,2014-12-08,4.825
DEC,2014,2014-12-09,7.275
TOE,2014,2014-12-09,4.73763440860215
DEC,2014,2014-12-10,7.336458333333334
TOE,2014,2014-12-10,4.432291666666667
DEC,2014,2014-12-11,8.018749999999999
TOE,2014,2014-12-11,5.891666666666667
DEC,2014,2014-12-12,8.152083333333334
TOE,2014,2014-12-12,6.895744680851064
DEC,2014,2014-12-13,8.075
TOE,2014,2014-12-13,7.096875
DEC,2014,2014-12-14,7.742708333333333
TOE,2014,2014-12-14,7.25625
DEC,2014,2014-12-15,7.604166666666667
TOE,2014,2014-12-15,6.79375
DEC,2014,2014-12-16,7.508333333333333
TOE,2014,2014-12-16,7.160416666666666
DEC,2014,2014-12-17,7.58125
TOE,2014,2014-12-17,7.3113636363636365
DEC,2014,2014-12-18,7.898936170212766
TOE,2014,2014-12-18,6.89375
DEC,2014,2014-12-19,8.284374999999999
TOE,2014,2014-12-19,6.548235294117647
DEC,2014,2014-12-20,8.509375
TOE,2014,2014-12-20,6.441666666666666
DEC,2014,2014-12-21,8.433333333333334
TOE,2014,2014-12-21,5.982539682539683
DEC,2014,2014-12-22,8.519791666666666
DEC,2014,2014-12-23,8.441666666666666
TOE,2014,2014-12-23,4.908
DEC,2014,2014-12-24,8.33125
TOE,2014,2014-12-24,4.972916666666666
DEC,2014,2014-12-25,8.5375
TOE,2014,2014-12-25,7.245833333333334
DEC,2014,2014-12-26,8.761458333333334
TOE,2014,2014-12-26,8.467708333333333
DEC,2014,2014-12-27,8.96875
TOE,2014,2014-12-27,8.1375
DEC,2014,2014-12-28,9.05625
TOE,2014,2014-12-28,7.4750000000000005
DEC,2014,2014-12-29,9.081249999999999
TOE,2014,2014-12-29,7.218478260869565
DEC,2014,2014-12-30,9.454166666666666
TOE,2014,2014-12-30,8.46875
DEC,2014,2014-12-31,10.151041666666666
TOE,2014,2014-12-31,10.383333333333333
DEC,2015,2015-01-01,10.305208333333335
TOE,2015,2015-01-01,10.353125
DEC,2015,2015-01-02,10.261458333333334
TOE,2015,2015-01-02,9.939583333333333
DEC,2015,2015-01-03,10.263541666666667
TOE,2015,2015-01-03,9.722916666666666
DEC,2015,2015-01-04,10.286458333333334
TOE,2015,2015-01-04,9.370833333333334
DEC,2015,2015-01-05,10.352083333333333
TOE,2015,2015-01-05,9.001041666666667
DEC,2015,2015-01-06,10.414583333333333
TOE,2015,2015-01-06,8.620481927710843
DEC,2015,2015-01-07,10.426041666666666
TOE,2015,2015-01-07,8.3375
DEC,2015,2015-01-08,10.419791666666667
TOE,2015,2015-01-08,8.03125
DEC,2015,2015-01-09,10.39375
TOE,2015,2015-01-09,7.905494505494506
DEC,2015,2015-01-10,10.329166666666667
TOE,2015,2015-01-10,7.5
DEC,2015,2015-01-11,10.28125
TOE,2015,2015-01-11,7.263541666666667
DEC,2015,2015-01-12,10.1375
TOE,2015,2015-01-12,7.171875
DEC,2015,2015-01-13,10.091666666666667
TOE,2015,2015-01-13,7.21875
DEC,2015,2015-01-14,10.034375
TOE,2015,2015-01-14,7.342708333333333
DEC,2015,2015-01-15,9.922916666666667
TOE,2015,2015-01-15,7.383333333333334
DEC,2015,2015-01-16,9.885416666666668
TOE,2015,2015-01-16,7.55
DEC,2015,2015-01-17,9.784375
TOE,2015,2015-01-17,7.932291666666667
DEC,2015,2015-01-18,9.7
TOE,2015,2015-01-18,8.146739130434783
DEC,2015,2015-01-19,9.594791666666666
TOE,2015,2015-01-19,7.8652173913043475
DEC,2015,2015-01-20,9.530208333333333
TOE,2015,2015-01-20,7.8
DEC,2015,2015-01-21,9.451041666666667
TOE,2015,2015-01-21,7.577551020408163
DEC,2015,2015-01-22,9.421875
TOE,2015,2015-01-22,7.515625
DEC,2015,2015-01-23,9.404166666666667
TOE,2015,2015-01-23,7.63125
DEC,2015,2015-01-24,9.423958333333333
TOE,2015,2015-01-24,7.798958333333333
DEC,2015,2015-01-25,9.497916666666667
TOE,2015,2015-01-25,8.130208333333334
DEC,2015,2015-01-26,9.467708333333334
TOE,2015,2015-01-26,8.270833333333334
DEC,2015,2015-01-27,9.432291666666666
TOE,2015,2015-01-27,8.19390243902439
DEC,2015,2015-01-28,9.426041666666666
TOE,2015,2015-01-28,8.148958333333333
DEC,2015,2015-01-29,9.429166666666667
TOE,2015,2015-01-29,8.320652173913043
DEC,2015,2015-01-30,9.429166666666667
TOE,2015,2015-01-30,8.2375
DEC,2015,2015-01-31,9.619791666666666
TOE,2015,2015-01-31,7.996875
DEC,2015,2015-02-01,9.66875
TOE,2015,2015-02-01,7.9437500000000005
DEC,2015,2015-02-02,9.613541666666666
TOE,2015,2015-02-02,8.041666666666666
DEC,2015,2015-02-03,9.559375
TOE,2015,2015-02-03,8.019791666666666
DEC,2015,2015-02-04,9.486458333333333
TOE,2015,2015-02-04,7.9
DEC,2015,2015-02-05,9.463541666666666
TOE,2015,2015-02-05,8.002083333333333
DEC,2015,2015-02-06,9.483333333333334
TOE,2015,2015-02-06,7.867708333333334
DEC,2015,2015-02-07,9.566666666666666
TOE,2015,2015-02-07,8.582291666666666
DEC,2015,2015-02-08,9.539583333333333
TOE,2015,2015-02-08,8.097916666666666
DEC,2015,2015-02-09,9.576041666666667
TOE,2015,2015-02-09,7.898958333333333
DEC,2015,2015-02-10,9.177083333333334
TOE,2015,2015-02-10,7.3549450549450555
DEC,2015,2015-02-11,8.734375
TOE,2015,2015-02-11,7.428125
DEC,2015,2015-02-12,8.582291666666666
TOE,2015,2015-02-12,7.161458333333333
DEC,2015,2015-02-13,8.619791666666666
TOE,2015,2015-02-13,7.021875
DEC,2015,2015-02-14,8.66875
TOE,2015,2015-02-14,6.954022988505748
DEC,2015,2015-02-15,8.632291666666667
TOE,2015,2015-02-15,6.864406779661017
DEC,2015,2015-02-16,8.55
TOE,2015,2015-02-16,7
DEC,2015,2015-02-17,8.641489361702128
TOE,2015,2015-02-17,7.430434782608696
DEC,2015,2015-02-18,8.747916666666667
DEC,2015,2015-02-19,8.578125
DEC,2015,2015-02-20,8.436458333333334
DEC,2015,2015-02-21,8.388541666666667
TOE,2015,2015-02-21,6.4875
DEC,2015,2015-02-22,8.495833333333334
TOE,2015,2015-02-22,7.160869565217391
DEC,2015,2015-02-23,9.07391304347826
TOE,2015,2015-02-23,8.61086956521739
DEC,2015,2015-02-24,9.309375000000001
TOE,2015,2015-02-24,8.762500000000001
DEC,2015,2015-02-25,9.276041666666668
TOE,2015,2015-02-25,8.780208333333334
DEC,2015,2015-02-26,9.228125
TOE,2015,2015-02-26,8.7875
DEC,2015,2015-02-27,9.373958333333334
TOE,2015,2015-02-27,8.852083333333333
DEC,2015,2015-02-28,9.510416666666666
TOE,2015,2015-02-28,8.871875
DEC,2015,2015-03-01,9.443478260869565
TOE,2015,2015-03-01,8.380208333333334
DEC,2015,2015-03-02,9.415625
TOE,2015,2015-03-02,8.196875
DEC,2015,2015-03-03,9.4
TOE,2015,2015-03-03,8.298958333333333
DEC,2015,2015-03-04,9.376041666666667
TOE,2015,2015-03-04,8.395652173913044
DEC,2015,2015-03-05,9.285416666666666
TOE,2015,2015-03-05,8.420833333333334
DEC,2015,2015-03-06,9.201041666666667
TOE,2015,2015-03-06,8.295833333333334
DEC,2015,2015-03-07,9.123958333333333
TOE,2015,2015-03-07,8.092708333333333
DEC,2015,2015-03-08,9.085416666666667
TOE,2015,2015-03-08,8.003125
DEC,2015,2015-03-09,9.112499999999999
TOE,2015,2015-03-09,8.0875
DEC,2015,2015-03-10,9.080208333333333
TOE,2015,2015-03-10,7.834375
DEC,2015,2015-03-11,9.089130434782609
TOE,2015,2015-03-11,7.572916666666667
DEC,2015,2015-03-12,9.054166666666667
TOE,2015,2015-03-12,7.302105263157895
DEC,2015,2015-03-13,9.063541666666666
TOE,2015,2015-03-13,7.196875
DEC,2015,2015-03-14,8.990625
TOE,2015,2015-03-14,7.177083333333333
DEC,2015,2015-03-15,8.96875
TOE,2015,2015-03-15,7.089583333333334
DEC,2015,2015-03-16,8.953125
TOE,2015,2015-03-16,6.911458333333333
DEC,2015,2015-03-17,8.908510638297873
TOE,2015,2015-03-17,6.672826086956522
TOE,2015,2015-03-18,6.788541666666666
TOE,2015,2015-03-19,6.917708333333334
TOE,2015,2015-03-20,6.711458333333333
TOE,2015,2015-03-21,6.898958333333334
TOE,2015,2015-03-22,7.133333333333334
TOE,2015,2015-03-23,7.390625
TOE,2015,2015-03-24,7.516666666666667
DEC,2015,2015-03-25,8.981666666666667
TOE,2015,2015-03-25,7.68125
DEC,2015,2015-03-26,9.009375
TOE,2015,2015-03-26,7.741666666666667
DEC,2015,2015-03-27,9.105208333333334
TOE,2015,2015-03-27,7.448958333333334
DEC,2015,2015-03-28,9.207291666666666
TOE,2015,2015-03-28,7.432291666666667
DEC,2015,2015-03-29,9.369791666666666
TOE,2015,2015-03-29,7.827083333333333
DEC,2015,2015-03-30,9.464583333333334
TOE,2015,2015-03-30,8.016666666666667
DEC,2015,2015-03-31,9.541666666666666
TOE,2015,2015-03-31,7.91875
DEC,2015,2015-04-01,9.567708333333334
TOE,2015,2015-04-01,7.436458333333333
DEC,2015,2015-04-02,9.5875
TOE,2015,2015-04-02,7.672916666666667
DEC,2015,2015-04-03,9.45
TOE,2015,2015-04-03,7.859375
DEC,2015,2015-04-04,9.310416666666667
TOE,2015,2015-04-04,7.813541666666667
DEC,2015,2015-04-05,9.121875
TOE,2015,2015-04-05,7.777083333333334
DEC,2015,2015-04-06,8.948958333333334
TOE,2015,2015-04-06,7.735416666666667
DEC,2015,2015-04-07,8.865957446808512
TOE,2015,2015-04-07,7.672916666666667
DEC,2015,2015-04-08,8.697916666666666
TOE,2015,2015-04-08,7.722916666666666
DEC,2015,2015-04-09,8.625
TOE,2015,2015-04-09,7.690625
DEC,2015,2015-04-10,8.601041666666667
